SQUARE,YEAR,ID,BROAD_HABITAT,BROAD_HABITAT_NAME,AREA,LAND_CLASS90,COUNTRY,COUNTY,EZ_DESC_07
DKPKMO,1978,530,5,Improved Grassland,99718.68212,3,ENG,Kent,Easterly lowlands (England)
DKPKMO,1978,531,0,No Allocation,1961.807349,3,ENG,Kent,Easterly lowlands (England)
DKPKMO,1978,532,5,Improved Grassland,72350.54912,3,ENG,Kent,Easterly lowlands (England)
DKPKMO,1978,533,4,Arable and Horticulture,89301.18872,3,ENG,Kent,Easterly lowlands (England)
DKPKMO,1978,534,13,Standing Open Waters and Canals,997.0425175,3,ENG,Kent,Easterly lowlands (England)
DKPKMO,1978,535,13,Standing Open Waters and Canals,507.9146921,3,ENG,Kent,Easterly lowlands (England)
DKPKMO,1978,536,13,Standing Open Waters and Canals,447.9838556,3,ENG,Kent,Easterly lowlands (England)
DKPKMO,1978,537,13,Standing Open Waters and Canals,677.0241264,3,ENG,Kent,Easterly lowlands (England)
DKPKMO,1978,538,13,Standing Open Waters and Canals,624.8297634,3,ENG,Kent,Easterly lowlands (England)
DKPKMO,1978,539,1,Broadleaved Mixed and Yew Woodland,2173.381331,3,ENG,Kent,Easterly lowlands (England)
DKPKMO,1978,540,4,Arable and Horticulture,182991.1274,3,ENG,Kent,Easterly lowlands (England)
DKPKMO,1978,541,4,Arable and Horticulture,90016.76871,3,ENG,Kent,Easterly lowlands (England)
DKPKMO,1978,1035,0,No Allocation,55.61191055,3,ENG,Kent,Easterly lowlands (England)
OFVZDJ,1978,542,5,Improved Grassland,3541.129521,17,ENG,Devon,Uplands (England)
OFVZDJ,1978,543,5,Improved Grassland,50718.40946,17,ENG,Devon,Uplands (England)
OFVZDJ,1978,544,5,Improved Grassland,148140.3277,17,ENG,Devon,Uplands (England)
OFVZDJ,1978,545,6,Neutral Grassland,1128.155045,17,ENG,Devon,Uplands (England)
OFVZDJ,1978,546,3,Boundary and Linear Features,9806.184554,17,ENG,Devon,Uplands (England)
OFVZDJ,1978,547,5,Improved Grassland,6805.370943,17,ENG,Devon,Uplands (England)
OFVZDJ,1978,548,6,Neutral Grassland,61850.09993,17,ENG,Devon,Uplands (England)
OFVZDJ,1978,549,6,Neutral Grassland,110543.8906,17,ENG,Devon,Uplands (England)
OFVZDJ,1978,550,6,Neutral Grassland,1938.905392,17,ENG,Devon,Uplands (England)
OFVZDJ,1978,551,6,Neutral Grassland,2715.501204,17,ENG,Devon,Uplands (England)
OFVZDJ,1978,552,14,Rivers and Streams,5286.308845,17,ENG,Devon,Uplands (England)
OFVZDJ,1978,553,5,Improved Grassland,31311.96508,17,ENG,Devon,Uplands (England)
OFVZDJ,1978,554,5,Improved Grassland,17541.60488,17,ENG,Devon,Uplands (England)
OFVZDJ,1978,555,5,Improved Grassland,11844.55961,17,ENG,Devon,Uplands (England)
OFVZDJ,1978,556,5,Improved Grassland,13992.66642,17,ENG,Devon,Uplands (England)
OFVZDJ,1978,557,5,Improved Grassland,41087.55384,17,ENG,Devon,Uplands (England)
OFVZDJ,1978,558,6,Neutral Grassland,16678.60847,17,ENG,Devon,Uplands (England)
OFVZDJ,1978,559,6,Neutral Grassland,907.6639549,17,ENG,Devon,Uplands (England)
OFVZDJ,1978,560,6,Neutral Grassland,1006.515869,17,ENG,Devon,Uplands (England)
OFVZDJ,1978,561,6,Neutral Grassland,18866.08799,17,ENG,Devon,Uplands (England)
OFVZDJ,1978,562,5,Improved Grassland,64251.33555,17,ENG,Devon,Uplands (England)
OFVZDJ,1978,563,6,Neutral Grassland,67464.2402,17,ENG,Devon,Uplands (England)
OFVZDJ,1978,564,4,Arable and Horticulture,37326.18825,17,ENG,Devon,Uplands (England)
OFVZDJ,1978,565,5,Improved Grassland,53919.20024,17,ENG,Devon,Uplands (England)
OFVZDJ,1978,566,6,Neutral Grassland,14623.74062,17,ENG,Devon,Uplands (England)
OFVZDJ,1978,767,6,Neutral Grassland,155057.178,17,ENG,Devon,Uplands (England)
OFVZDJ,1978,768,11,"Fen, Marsh, Swamp",37541.61262,17,ENG,Devon,Uplands (England)
OFVZDJ,1978,1036,5,Improved Grassland,282.2171354,17,ENG,Devon,Uplands (England)
OFVZDJ,1978,1037,5,Improved Grassland,107.6866369,17,ENG,Devon,Uplands (England)
OFVZDJ,1978,1038,5,Improved Grassland,306.1781655,17,ENG,Devon,Uplands (England)
OFVZDJ,1978,5519,11,"Fen, Marsh, Swamp",13410.41331,17,ENG,Devon,Uplands (England)
TAZMMI,1978,769,3,Boundary and Linear Features,11067.65747,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,770,5,Improved Grassland,42658.51388,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,771,5,Improved Grassland,19527.35004,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,772,5,Improved Grassland,954.9244238,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,773,6,Neutral Grassland,7955.685466,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,774,5,Improved Grassland,7496.443749,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,775,5,Improved Grassland,1452.376152,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,776,17,Urban,4226.600444,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,777,6,Neutral Grassland,1063.000926,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,778,6,Neutral Grassland,67295.04536,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,779,5,Improved Grassland,6034.028753,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,780,5,Improved Grassland,15959.81348,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,781,5,Improved Grassland,2447.382704,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,782,5,Improved Grassland,15949.21708,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,783,3,Boundary and Linear Features,2914.902192,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,784,5,Improved Grassland,8054.366837,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,785,5,Improved Grassland,1879.646882,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,786,5,Improved Grassland,19067.76676,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,787,5,Improved Grassland,20715.4987,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,788,5,Improved Grassland,48534.17094,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,789,3,Boundary and Linear Features,10561.8915,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,790,14,Rivers and Streams,2220.927744,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,791,5,Improved Grassland,4486.381155,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,792,5,Improved Grassland,14687.1832,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,793,1,Broadleaved Mixed and Yew Woodland,36448.62282,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,794,2,Coniferous Woodland,95798.76944,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,795,2,Coniferous Woodland,1604.220128,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,796,2,Coniferous Woodland,16983.53997,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,797,17,Urban,1226.103169,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,798,1,Broadleaved Mixed and Yew Woodland,62639.45645,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,799,2,Coniferous Woodland,17550.97369,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,800,1,Broadleaved Mixed and Yew Woodland,15308.98948,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,801,2,Coniferous Woodland,344332.8592,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,802,5,Improved Grassland,66475.64902,6,ENG,Somerset,Westerly lowlands (England)
TAZMMI,1978,803,2,Coniferous Woodland,4418.585232,6,ENG,Somerset,Westerly lowlands (England)
WKDWFI,1978,804,17,Urban,17786.54485,5,ENG,North Somerset Unitary Authority,Westerly lowlands (England)
WKDWFI,1978,805,5,Improved Grassland,4185.638391,5,ENG,North Somerset Unitary Authority,Westerly lowlands (England)
WKDWFI,1978,806,5,Improved Grassland,5665.551396,5,ENG,North Somerset Unitary Authority,Westerly lowlands (England)
WKDWFI,1978,807,5,Improved Grassland,17367.05127,5,ENG,North Somerset Unitary Authority,Westerly lowlands (England)
WKDWFI,1978,808,6,Neutral Grassland,16778.12855,5,ENG,North Somerset Unitary Authority,Westerly lowlands (England)
WKDWFI,1978,809,17,Urban,33474.85009,5,ENG,North Somerset Unitary Authority,Westerly lowlands (England)
WKDWFI,1978,810,5,Improved Grassland,77327.05443,5,ENG,North Somerset Unitary Authority,Westerly lowlands (England)
WKDWFI,1978,811,17,Urban,30754.31246,5,ENG,North Somerset Unitary Authority,Westerly lowlands (England)
WKDWFI,1978,812,17,Urban,542799.7438,5,ENG,North Somerset Unitary Authority,Westerly lowlands (England)
WKDWFI,1978,813,5,Improved Grassland,98308.44582,5,ENG,North Somerset Unitary Authority,Westerly lowlands (England)
WKDWFI,1978,814,6,Neutral Grassland,145038.7307,5,ENG,North Somerset Unitary Authority,Westerly lowlands (England)
WKDWFI,1978,815,1,Broadleaved Mixed and Yew Woodland,1641.355303,5,ENG,North Somerset Unitary Authority,Westerly lowlands (England)
WKDWFI,1978,816,4,Arable and Horticulture,8871.792901,5,ENG,North Somerset Unitary Authority,Westerly lowlands (England)
ZUJTKP,1978,817,17,Urban,153497.9529,2,ENG,Hampshire,Easterly lowlands (England)
ZUJTKP,1978,818,1,Broadleaved Mixed and Yew Woodland,9371.671456,2,ENG,Hampshire,Easterly lowlands (England)
ZUJTKP,1978,819,5,Improved Grassland,51503.13711,2,ENG,Hampshire,Easterly lowlands (England)
ZUJTKP,1978,820,3,Boundary and Linear Features,24010.69963,2,ENG,Hampshire,Easterly lowlands (England)
ZUJTKP,1978,821,4,Arable and Horticulture,3120.242646,2,ENG,Hampshire,Easterly lowlands (England)
ZUJTKP,1978,822,4,Arable and Horticulture,53595.91666,2,ENG,Hampshire,Easterly lowlands (England)
ZUJTKP,1978,823,17,Urban,1822.335727,2,ENG,Hampshire,Easterly lowlands (England)
ZUJTKP,1978,824,4,Arable and Horticulture,10426.87211,2,ENG,Hampshire,Easterly lowlands (England)
ZUJTKP,1978,825,3,Boundary and Linear Features,8966.3624,2,ENG,Hampshire,Easterly lowlands (England)
ZUJTKP,1978,826,17,Urban,7562.107081,2,ENG,Hampshire,Easterly lowlands (England)
ZUJTKP,1978,827,5,Improved Grassland,4009.526671,2,ENG,Hampshire,Easterly lowlands (England)
ZUJTKP,1978,828,17,Urban,14395.08261,2,ENG,Hampshire,Easterly lowlands (England)
ZUJTKP,1978,829,5,Improved Grassland,85137.10855,2,ENG,Hampshire,Easterly lowlands (England)
ZUJTKP,1978,830,4,Arable and Horticulture,77414.08377,2,ENG,Hampshire,Easterly lowlands (England)
ZUJTKP,1978,831,4,Arable and Horticulture,1140.88774,2,ENG,Hampshire,Easterly lowlands (England)
ZUJTKP,1978,832,4,Arable and Horticulture,683.0167512,2,ENG,Hampshire,Easterly lowlands (England)
ZUJTKP,1978,833,4,Arable and Horticulture,6929.531913,2,ENG,Hampshire,Easterly lowlands (England)
ZUJTKP,1978,834,4,Arable and Horticulture,12416.06138,2,ENG,Hampshire,Easterly lowlands (England)
ZUJTKP,1978,835,17,Urban,25799.45113,2,ENG,Hampshire,Easterly lowlands (England)
ZUJTKP,1978,836,17,Urban,4680.223848,2,ENG,Hampshire,Easterly lowlands (England)
ZUJTKP,1978,837,4,Arable and Horticulture,4415.384251,2,ENG,Hampshire,Easterly lowlands (England)
ZUJTKP,1978,838,1,Broadleaved Mixed and Yew Woodland,7444.183027,2,ENG,Hampshire,Easterly lowlands (England)
ZUJTKP,1978,839,17,Urban,2220.719528,2,ENG,Hampshire,Easterly lowlands (England)
ZUJTKP,1978,840,17,Urban,4987.817919,2,ENG,Hampshire,Easterly lowlands (England)
ZUJTKP,1978,841,5,Improved Grassland,20666.37192,2,ENG,Hampshire,Easterly lowlands (England)
ZUJTKP,1978,842,1,Broadleaved Mixed and Yew Woodland,3881.984673,2,ENG,Hampshire,Easterly lowlands (England)
ZUJTKP,1978,843,4,Arable and Horticulture,6891.395781,2,ENG,Hampshire,Easterly lowlands (England)
ZUJTKP,1978,844,17,Urban,761.512759,2,ENG,Hampshire,Easterly lowlands (England)
ZUJTKP,1978,845,4,Arable and Horticulture,375916.489,2,ENG,Hampshire,Easterly lowlands (England)
ZUJTKP,1978,846,17,Urban,1943.758557,2,ENG,Hampshire,Easterly lowlands (England)
ZUJTKP,1978,5520,1,Broadleaved Mixed and Yew Woodland,14387.31052,2,ENG,Hampshire,Easterly lowlands (England)
UDKSUO,1978,847,6,Neutral Grassland,95588.21724,2,ENG,Surrey,Easterly lowlands (England)
UDKSUO,1978,848,17,Urban,17831.78081,2,ENG,Surrey,Easterly lowlands (England)
UDKSUO,1978,849,5,Improved Grassland,77218.81543,2,ENG,Surrey,Easterly lowlands (England)
UDKSUO,1978,850,1,Broadleaved Mixed and Yew Woodland,14593.84768,2,ENG,Surrey,Easterly lowlands (England)
UDKSUO,1978,851,17,Urban,280426.493,2,ENG,Surrey,Easterly lowlands (England)
UDKSUO,1978,852,1,Broadleaved Mixed and Yew Woodland,18562.81534,2,ENG,Surrey,Easterly lowlands (England)
UDKSUO,1978,853,5,Improved Grassland,270958.9642,2,ENG,Surrey,Easterly lowlands (England)
UDKSUO,1978,854,4,Arable and Horticulture,182030.5622,2,ENG,Surrey,Easterly lowlands (England)
UDKSUO,1978,855,1,Broadleaved Mixed and Yew Woodland,42787.70405,2,ENG,Surrey,Easterly lowlands (England)
LYVCID,1978,856,22,Sea,254154.4282,8,WAL,South Glamorgan,Lowlands (Wales)
LYVCID,1978,857,17,Urban,16152.58824,8,WAL,South Glamorgan,Lowlands (Wales)
LYVCID,1978,858,14,Rivers and Streams,26775.73287,8,WAL,South Glamorgan,Lowlands (Wales)
LYVCID,1978,859,22,Sea,121396.8185,8,WAL,South Glamorgan,Lowlands (Wales)
LYVCID,1978,860,44,(ph) Coastal Saltmarsh,58472.98878,8,WAL,South Glamorgan,Lowlands (Wales)
LYVCID,1978,861,3,Boundary and Linear Features,5094.323426,8,WAL,South Glamorgan,Lowlands (Wales)
LYVCID,1978,862,22,Sea,111223.8253,8,WAL,South Glamorgan,Lowlands (Wales)
LYVCID,1978,863,44,(ph) Coastal Saltmarsh,81386.06424,8,WAL,South Glamorgan,Lowlands (Wales)
LYVCID,1978,864,21,Littoral Sediment,412.392162,8,WAL,South Glamorgan,Lowlands (Wales)
LYVCID,1978,865,14,Rivers and Streams,1143.939918,8,WAL,South Glamorgan,Lowlands (Wales)
LYVCID,1978,866,21,Littoral Sediment,4274.982655,8,WAL,South Glamorgan,Lowlands (Wales)
LYVCID,1978,867,14,Rivers and Streams,2570.333196,8,WAL,South Glamorgan,Lowlands (Wales)
LYVCID,1978,868,17,Urban,5517.130063,8,WAL,South Glamorgan,Lowlands (Wales)
LYVCID,1978,869,44,(ph) Coastal Saltmarsh,31699.68369,8,WAL,South Glamorgan,Lowlands (Wales)
LYVCID,1978,870,44,(ph) Coastal Saltmarsh,31836.03333,8,WAL,South Glamorgan,Lowlands (Wales)
LYVCID,1978,871,14,Rivers and Streams,8040.282392,8,WAL,South Glamorgan,Lowlands (Wales)
LYVCID,1978,872,17,Urban,60243.70776,8,WAL,South Glamorgan,Lowlands (Wales)
LYVCID,1978,873,5,Improved Grassland,2873.25291,8,WAL,South Glamorgan,Lowlands (Wales)
LYVCID,1978,874,3,Boundary and Linear Features,7749.259429,8,WAL,South Glamorgan,Lowlands (Wales)
LYVCID,1978,875,5,Improved Grassland,61273.21352,8,WAL,South Glamorgan,Lowlands (Wales)
LYVCID,1978,876,13,Standing Open Waters and Canals,993.4140942,8,WAL,South Glamorgan,Lowlands (Wales)
LYVCID,1978,877,6,Neutral Grassland,49939.81999,8,WAL,South Glamorgan,Lowlands (Wales)
LYVCID,1978,878,6,Neutral Grassland,31661.83727,8,WAL,South Glamorgan,Lowlands (Wales)
LYVCID,1978,879,13,Standing Open Waters and Canals,5816.955132,8,WAL,South Glamorgan,Lowlands (Wales)
LYVCID,1978,880,5,Improved Grassland,4526.2593,8,WAL,South Glamorgan,Lowlands (Wales)
LYVCID,1978,881,6,Neutral Grassland,2855.366509,8,WAL,South Glamorgan,Lowlands (Wales)
LYVCID,1978,882,17,Urban,11914.56718,8,WAL,South Glamorgan,Lowlands (Wales)
DEJBBK,1978,883,5,Improved Grassland,65876.81964,1,ENG,South Gloucestershire Unitary Authority,Westerly lowlands (England)
DEJBBK,1978,884,4,Arable and Horticulture,24528.50718,1,ENG,South Gloucestershire Unitary Authority,Westerly lowlands (England)
DEJBBK,1978,885,3,Boundary and Linear Features,7398.832327,1,ENG,South Gloucestershire Unitary Authority,Westerly lowlands (England)
DEJBBK,1978,886,1,Broadleaved Mixed and Yew Woodland,1243.270659,1,ENG,South Gloucestershire Unitary Authority,Westerly lowlands (England)
DEJBBK,1978,887,4,Arable and Horticulture,111819.338,1,ENG,South Gloucestershire Unitary Authority,Westerly lowlands (England)
DEJBBK,1978,888,4,Arable and Horticulture,5617.673139,1,ENG,South Gloucestershire Unitary Authority,Westerly lowlands (England)
DEJBBK,1978,889,1,Broadleaved Mixed and Yew Woodland,9343.180745,1,ENG,South Gloucestershire Unitary Authority,Westerly lowlands (England)
DEJBBK,1978,890,3,Boundary and Linear Features,46763.89009,1,ENG,South Gloucestershire Unitary Authority,Westerly lowlands (England)
DEJBBK,1978,891,1,Broadleaved Mixed and Yew Woodland,9050.991787,1,ENG,South Gloucestershire Unitary Authority,Westerly lowlands (England)
DEJBBK,1978,892,4,Arable and Horticulture,17349.63288,1,ENG,South Gloucestershire Unitary Authority,Westerly lowlands (England)
DEJBBK,1978,893,5,Improved Grassland,110617.885,1,ENG,South Gloucestershire Unitary Authority,Westerly lowlands (England)
DEJBBK,1978,894,5,Improved Grassland,38783.61676,1,ENG,South Gloucestershire Unitary Authority,Westerly lowlands (England)
DEJBBK,1978,895,5,Improved Grassland,15858.74086,1,ENG,South Gloucestershire Unitary Authority,Westerly lowlands (England)
DEJBBK,1978,896,5,Improved Grassland,14089.92817,1,ENG,South Gloucestershire Unitary Authority,Westerly lowlands (England)
DEJBBK,1978,897,1,Broadleaved Mixed and Yew Woodland,2415.575969,1,ENG,South Gloucestershire Unitary Authority,Westerly lowlands (England)
DEJBBK,1978,898,5,Improved Grassland,44123.26919,1,ENG,South Gloucestershire Unitary Authority,Westerly lowlands (England)
DEJBBK,1978,899,5,Improved Grassland,39388.25212,1,ENG,South Gloucestershire Unitary Authority,Westerly lowlands (England)
DEJBBK,1978,900,6,Neutral Grassland,72269.8384,1,ENG,South Gloucestershire Unitary Authority,Westerly lowlands (England)
DEJBBK,1978,901,17,Urban,3464.419614,1,ENG,South Gloucestershire Unitary Authority,Westerly lowlands (England)
DEJBBK,1978,902,1,Broadleaved Mixed and Yew Woodland,1971.281003,1,ENG,South Gloucestershire Unitary Authority,Westerly lowlands (England)
DEJBBK,1978,903,3,Boundary and Linear Features,1791.193875,1,ENG,South Gloucestershire Unitary Authority,Westerly lowlands (England)
DEJBBK,1978,904,17,Urban,6931.083535,1,ENG,South Gloucestershire Unitary Authority,Westerly lowlands (England)
DEJBBK,1978,905,5,Improved Grassland,8307.428912,1,ENG,South Gloucestershire Unitary Authority,Westerly lowlands (England)
DEJBBK,1978,906,5,Improved Grassland,219145.4892,1,ENG,South Gloucestershire Unitary Authority,Westerly lowlands (England)
DEJBBK,1978,907,5,Improved Grassland,109048.8527,1,ENG,South Gloucestershire Unitary Authority,Westerly lowlands (England)
DEJBBK,1978,5521,5,Improved Grassland,12801.90828,1,ENG,South Gloucestershire Unitary Authority,Westerly lowlands (England)
JDUKBZ,1978,908,17,Urban,210366.6831,2,ENG,Surrey,Easterly lowlands (England)
JDUKBZ,1978,909,4,Arable and Horticulture,43426.35849,2,ENG,Surrey,Easterly lowlands (England)
JDUKBZ,1978,910,4,Arable and Horticulture,95543.24454,2,ENG,Surrey,Easterly lowlands (England)
JDUKBZ,1978,911,17,Urban,4605.063453,2,ENG,Surrey,Easterly lowlands (England)
JDUKBZ,1978,912,17,Urban,4294.39148,2,ENG,Surrey,Easterly lowlands (England)
JDUKBZ,1978,913,4,Arable and Horticulture,17851.03739,2,ENG,Surrey,Easterly lowlands (England)
JDUKBZ,1978,914,0,No Allocation,2184.05681,2,ENG,Surrey,Easterly lowlands (England)
JDUKBZ,1978,915,17,Urban,59071.74423,2,ENG,Surrey,Easterly lowlands (England)
JDUKBZ,1978,916,17,Urban,3192.324315,2,ENG,Surrey,Easterly lowlands (England)
JDUKBZ,1978,917,17,Urban,14017.62307,2,ENG,Surrey,Easterly lowlands (England)
JDUKBZ,1978,918,5,Improved Grassland,40335.81998,2,ENG,Surrey,Easterly lowlands (England)
JDUKBZ,1978,919,3,Boundary and Linear Features,7100.411404,2,ENG,Surrey,Easterly lowlands (England)
JDUKBZ,1978,920,17,Urban,21584.93726,2,ENG,Surrey,Easterly lowlands (England)
JDUKBZ,1978,921,0,No Allocation,876.8035567,2,ENG,Surrey,Easterly lowlands (England)
JDUKBZ,1978,922,3,Boundary and Linear Features,21811.25309,2,ENG,Surrey,Easterly lowlands (England)
JDUKBZ,1978,923,17,Urban,6262.197495,2,ENG,Surrey,Easterly lowlands (England)
JDUKBZ,1978,924,17,Urban,16973.26734,2,ENG,Surrey,Easterly lowlands (England)
JDUKBZ,1978,925,3,Boundary and Linear Features,6964.58308,2,ENG,Surrey,Easterly lowlands (England)
JDUKBZ,1978,926,4,Arable and Horticulture,176036.8817,2,ENG,Surrey,Easterly lowlands (England)
JDUKBZ,1978,927,4,Arable and Horticulture,39610.60652,2,ENG,Surrey,Easterly lowlands (England)
JDUKBZ,1978,928,5,Improved Grassland,45969.78438,2,ENG,Surrey,Easterly lowlands (England)
JDUKBZ,1978,929,4,Arable and Horticulture,107476.9732,2,ENG,Surrey,Easterly lowlands (England)
JDUKBZ,1978,930,4,Arable and Horticulture,2774.055854,2,ENG,Surrey,Easterly lowlands (England)
JDUKBZ,1978,931,3,Boundary and Linear Features,12177.51083,2,ENG,Surrey,Easterly lowlands (England)
JDUKBZ,1978,932,17,Urban,5355.780049,2,ENG,Surrey,Easterly lowlands (England)
JDUKBZ,1978,933,17,Urban,21488.24336,2,ENG,Surrey,Easterly lowlands (England)
JDUKBZ,1978,934,17,Urban,6640.157908,2,ENG,Surrey,Easterly lowlands (England)
JDUKBZ,1978,5522,13,Standing Open Waters and Canals,485.8571352,2,ENG,Surrey,Easterly lowlands (England)
JDUKBZ,1978,5617,17,Urban,5523.948359,2,ENG,Surrey,Easterly lowlands (England)
KPEREP,1978,935,6,Neutral Grassland,32035.79003,1,ENG,Greater London,Westerly lowlands (England)
KPEREP,1978,936,17,Urban,681.253811,1,ENG,Greater London,Westerly lowlands (England)
KPEREP,1978,937,4,Arable and Horticulture,6174.397309,1,ENG,Greater London,Westerly lowlands (England)
KPEREP,1978,938,17,Urban,11117.87163,1,ENG,Greater London,Westerly lowlands (England)
KPEREP,1978,939,17,Urban,5251.874937,1,ENG,Greater London,Westerly lowlands (England)
KPEREP,1978,940,17,Urban,314077.7245,1,ENG,Greater London,Westerly lowlands (England)
KPEREP,1978,941,17,Urban,5109.062706,1,ENG,Greater London,Westerly lowlands (England)
KPEREP,1978,942,8,Acid Grassland,171260.21,1,ENG,Greater London,Westerly lowlands (England)
KPEREP,1978,943,2,Coniferous Woodland,35332.52145,1,ENG,Greater London,Westerly lowlands (England)
KPEREP,1978,944,13,Standing Open Waters and Canals,7664.737005,1,ENG,Greater London,Westerly lowlands (England)
KPEREP,1978,945,1,Broadleaved Mixed and Yew Woodland,303401.6738,1,ENG,Greater London,Westerly lowlands (England)
KPEREP,1978,946,5,Improved Grassland,73139.58121,1,ENG,Greater London,Westerly lowlands (England)
KPEREP,1978,947,1,Broadleaved Mixed and Yew Woodland,33771.64256,1,ENG,Greater London,Westerly lowlands (England)
KPEREP,1978,948,0,No Allocation,982.5590959,1,ENG,Greater London,Westerly lowlands (England)
QVZIXI,1978,949,3,Boundary and Linear Features,53417.74024,2,ENG,Kent,Easterly lowlands (England)
QVZIXI,1978,950,17,Urban,81761.36237,2,ENG,Kent,Easterly lowlands (England)
QVZIXI,1978,951,17,Urban,1441.858353,2,ENG,Kent,Easterly lowlands (England)
QVZIXI,1978,952,1,Broadleaved Mixed and Yew Woodland,9045.064378,2,ENG,Kent,Easterly lowlands (England)
QVZIXI,1978,953,9,Bracken,64354.96914,2,ENG,Kent,Easterly lowlands (England)
QVZIXI,1978,954,9,Bracken,79396.70079,2,ENG,Kent,Easterly lowlands (England)
QVZIXI,1978,955,1,Broadleaved Mixed and Yew Woodland,17853.73105,2,ENG,Kent,Easterly lowlands (England)
QVZIXI,1978,956,9,Bracken,11001.14169,2,ENG,Kent,Easterly lowlands (England)
QVZIXI,1978,957,1,Broadleaved Mixed and Yew Woodland,15811.72159,2,ENG,Kent,Easterly lowlands (England)
QVZIXI,1978,958,1,Broadleaved Mixed and Yew Woodland,13980.41613,2,ENG,Kent,Easterly lowlands (England)
QVZIXI,1978,959,3,Boundary and Linear Features,21666.11846,2,ENG,Kent,Easterly lowlands (England)
QVZIXI,1978,960,17,Urban,18573.02615,2,ENG,Kent,Easterly lowlands (England)
QVZIXI,1978,961,17,Urban,13562.13462,2,ENG,Kent,Easterly lowlands (England)
QVZIXI,1978,962,1,Broadleaved Mixed and Yew Woodland,6062.818664,2,ENG,Kent,Easterly lowlands (England)
QVZIXI,1978,963,9,Bracken,5746.054014,2,ENG,Kent,Easterly lowlands (England)
QVZIXI,1978,964,3,Boundary and Linear Features,2961.099962,2,ENG,Kent,Easterly lowlands (England)
QVZIXI,1978,965,17,Urban,340224.5682,2,ENG,Kent,Easterly lowlands (England)
QVZIXI,1978,966,4,Arable and Horticulture,34237.27337,2,ENG,Kent,Easterly lowlands (England)
QVZIXI,1978,967,17,Urban,112291.7022,2,ENG,Kent,Easterly lowlands (England)
QVZIXI,1978,968,17,Urban,7963.606376,2,ENG,Kent,Easterly lowlands (England)
QVZIXI,1978,969,17,Urban,1067.530214,2,ENG,Kent,Easterly lowlands (England)
QVZIXI,1978,970,5,Improved Grassland,36139.1831,2,ENG,Kent,Easterly lowlands (England)
QVZIXI,1978,971,5,Improved Grassland,30282.03533,2,ENG,Kent,Easterly lowlands (England)
QVZIXI,1978,5523,1,Broadleaved Mixed and Yew Woodland,13618.74934,2,ENG,Kent,Easterly lowlands (England)
QVZIXI,1978,5524,1,Broadleaved Mixed and Yew Woodland,3968.628462,2,ENG,Kent,Easterly lowlands (England)
QVZIXI,1978,5525,1,Broadleaved Mixed and Yew Woodland,3571.665781,2,ENG,Kent,Easterly lowlands (England)
DKFVKM,1978,972,4,Arable and Horticulture,42625.40214,8,ENG,Medway Unitary Authority,Westerly lowlands (England)
DKFVKM,1978,973,17,Urban,22106.08978,8,ENG,Medway Unitary Authority,Westerly lowlands (England)
DKFVKM,1978,974,4,Arable and Horticulture,36163.28672,8,ENG,Medway Unitary Authority,Westerly lowlands (England)
DKFVKM,1978,975,17,Urban,2195.101426,8,ENG,Medway Unitary Authority,Westerly lowlands (England)
DKFVKM,1978,976,3,Boundary and Linear Features,7377.289828,8,ENG,Medway Unitary Authority,Westerly lowlands (England)
